,TB-000005-D1WPLL,TB-000018-D1WBLL,TB-000023-D1WBLL,TB-000025-D1WBLL,TB-000038-D1WBLL,TB-000042-D1BBLL,TB-000048-D1BBLL,TB-000048-D1WBLL,TB-000054-D1WBLL,TB-000071-D1WPLL,TB-000115-D1WPLL,TB-000174-D1WPLL,TB-000177-D1WBLL,TB-000191-D1WBLL,TB-000192-D1WBLL,TB-000195-D1WBLL,TB-000203-D1WBLL
BTN2A3P,0,1.43238843209539,8.58037221574919,1,5.30854875494489,2.44132451427593,2.38744250169071,2.10641409290998,4.72252038523675,225.929456842966,255.483107712476,354.286361212971,417.579854144828,217.333065017481,737.086805874006,247.205934457857,323.848791405216
OTUD4,182.544050920475,123.477501930702,277.5411628013,166.094063946911,204.838437430567,157.397826775793,219.049937472608,184.638255091517,200.499507004617,12563.7098822465,7756.34127536657,8984.22887526568,8562.39578932244,17376.113985883,12113.212447365,18633.9956269988,14109.3968024184
PPBP,0,3,0,0,0,0,0,0,0,249,1487,871,6,91,925,1141,1239
TMED9,53.9225604311805,114.939611775389,34.569844601279,50.0345944954409,75.7600368444874,115.26877541169,150.269619964783,98.445379493061,33.7695288487411,1577.90968469603,1888.88794200572,2312.17686664003,2472.64046136102,3879.88442086019,4595.33346635708,1177.6038743599,2113.09129212051
SLC35F2,13,26,12,15,8.12762802304808,16.0963671721683,26.2763336665502,19.0944326015207,30,2065.95109461693,371.722340544055,1091.57633368392,2157.50478761308,3000.32939564226,2756.41188542158,883.137375270955,4817.13538704882
RAB39A,10,15,21,8,6,14,13,11,10,66.3355919365145,50.5821721880283,62.5985687749982,64.6382183496515,25.8315021411914,47.0359708899244,49.6170227096351,15.2878519323864
MPHOSPH8,412.997802380293,282.439768131471,709.882704267056,586.931097515131,570.700518835466,286.700743309291,403.225051020916,442.826381347941,409.417493085458,3750.56340029025,2986.79368451894,3066.4584748763,4725.63871906575,3106.78681942487,3781.71438565327,4085.92607436638,2326.08542008232
FEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XAF1,519.31537711717,637.226956629823,925.260472491492,776.939793519718,859.220992560818,676.083594911167,946.03555449987,825.227163805323,490.557790598873,2651.30583810014,3006.54862221773,3165.76678780654,7275.04637410817,4248.23053320179,5640.31889091508,2299.15533277728,3046.48703407775
LEPROT,31.1060030738259,24.4861468546919,41.9878033686003,22.2433428304786,35.762721091137,32.9135755194584,13.1248418905617,32.279615769488,19.5820911443558,2786.19306390825,2626.05089457692,2277.10302811931,1757.21069884856,2997.72886862667,4930.49231261141,3016.51499811851,4128.96471939744
LY6K,9.00281330951032,7.11026030127592,3,6.08297020451991,6.01145574570076,1,6.08064772201617,7.15866341497883,10.053428800582,38.0280112571215,9.0033234989224,12.0023930770216,25.0005277637687,10.0230065750294,9.00012916759686,31.001881499705,9
EPDR1,2,5,3,0,1,0,0,3,2,199,457,67.1791834698853,564,126.206163629818,477,181,402
PPEF1,0,0,0,0,0,0,0,0,0,0.883031569144184,0,4.30604362762485,3.57144256871074,0,0,0,0
FBLIM1,114.979007090188,157.379508118593,123.205766434955,130.857325900904,109.456246155676,118.743275462433,116.963638718278,156.885074041474,112.905827490245,47.7571699124589,38.7639571620037,27.5111548470015,45.173158856468,27.6910593943025,35.1709710801433,45.345504905406,32.6833990365277
FNDC8,18,7,25,24,34,18,20,14,23,0,0,0,1,1,0,1,1
ZNF853,1,2,4,10,4,0,0,3,2,85,96,79,148,248,810,193,341
NUTM2F,0,0,0,0,1.89564112922792,0,0,2.30631021641575,0,0,0,0,0,0,0,0,0
IL17RD,14.813339744635,22.6626073606593,21.0852849330807,29.5466854550217,9.51300241073234,17.9944385490418,16.662100615078,7.87023096539591,12.289925576744,17.0982520825259,47.8180192273391,13.3728558031885,29.5875992090088,21.1633980438034,16.9333806526494,35.7916610345447,17.4726235460461
FAM20A,87.2294946317513,142.877225826926,346.163950987126,321.036307824086,192.906072726699,253.15207256736,131.274479540211,149.859925548866,197.053005615618,9.22403276597977,64.5450511585921,73.7517608057713,46.6246453011555,22.0165521364984,16.8589824023823,57.4743725629289,9.09493072089341
KLHDC4,228.120954863135,33.5007552552235,132.689298493615,154.901367488113,46.7987562289463,36.0651132246175,31.5193924948141,34.4860796748305,111.276085186127,1098.79934218572,1967.73635863009,1773.38579964525,2364.44484742068,2412.13019092032,1679.31206058571,1309.99560648806,1493.96658320464
CTSA,45,24.7826392034171,57.3977012671294,31.5510312475965,25.7847638621795,1.03324734751449,4.39417241104594,19,49.5992565276043,1826.26321195378,1592.24329555265,1672.73658766372,1998.65145091387,1869.11468852035,2981.33554145525,862.779550899124,1604.46010745564
PCSK4,1,2,1,0,1,0,1,2,2,28,46,39,53,330,152,108,296
GRAMD1C,1,3.00816922337764,10.1336523605917,9,11.144550928479,4.01876045012792,0,6.67776583591557,2.00534758845684,1455,331,525,630.238837973315,183.018606415342,1095.11014528188,285.021424327521,401
ROPN1,25.0278216803853,13,15,13,17,26,5,18,9,0,0,0,10,0,1,1,2
ZRANB1,516.440215160012,334.062949301888,527.989112509676,365.066511179886,341.968006821037,303.007828191696,288.170637402074,260.999703948105,254.377243364065,6978.30322461087,6307.7302865016,4670.84971333559,5859.1692009702,10721.9130987759,11098.51349249,10644.0284358982,14679.3113223068
TRIM44,105.420690362083,123.15506327302,151.972759554364,109.823750434213,208.233847384641,109.398881062948,174.830325375504,125.800762056796,72.4000906901408,9415.64240197119,7672.4459961245,6990.31999175288,9487.56613771314,12256.2983509622,10607.7975739842,8345.4020449866,5876.69706232824
BTG4,3.24458897568108,8.45325512481822,11.2282893660829,3.37759943857517,3.30909457288371,8.44194054935632,4.4522351397092,6.24571365773531,7.54139308092769,43.9532156495804,73.5223041948893,30.3723685387188,74.4813601061284,65.5247274995431,18.5996454460792,27.840687248001,67.537847183359
HYDIN,29.0019571954949,40.6810933704125,43.003529619765,42.5402074593462,30.8914885710158,31.5341709547986,30,35,25.6165909017423,178.063717810868,187.864318976801,137,171.487878018937,192.085266331649,167.431598132697,244.343780873015,498.144378027117
DIRAS2,1.12820288644702,2.73369059076839,2.06244817574337,5.37860509328318,3.27137165295441,2.14669304315693,1.40644569995408,4.58415935346615,14.8449390139903,63.2385484009627,53.5898733196229,32.8998624741191,51.4692898699618,50.3396574277718,83.4259642419199,53.2823350930832,60.8994433588397
PPP1R12C,27,11,23,16,13,12,10,15,13,3053.48661830474,1843.29439604178,3027.27072477434,2540.42650800622,4103.44828035135,3184.59525575754,1713.9592141767,2857.25052865488
CFAP46,3,13,5,4,1,4,1,2,4,5,1,5,7,2,0,0,0
RNF111,1,3.03242127477944,7.04297002936097,3.02505413642285,2,5.03521731086035,5.05961906939918,3,2,2307.0004304785,1678.02471462396,1636.06925572673,3646.0043712736,2537,2944,2043,2740.00074316889
PPIA,65.4864854063494,81.6119299713399,114.107563421872,90.2527345164389,81.638680678402,101.753761946109,99.0590995601337,95.7533879554269,72.5425760439485,37228.511838707,21009.6217847287,38351.4276816195,50450.1722233638,43185.2912437832,45601.9123230777,17988.7518161199,35691.0347182064
NSMCE4A,52.0524705894792,25.1166171377745,111.941109632712,97.7499576262813,79.0490606786213,9.0748996295743,22.3025379719672,17,29.7238827188009,2586.35393749385,1210.65519482322,1658.51680921674,2213.82878152325,2373.85622376784,3037.95819696725,2003.02822471949,2080.44991112446
ALKBH4,138.470034023025,156.598235939817,410.232760440232,361.927451256924,116.966665328419,172.845221807366,306.932614014718,305.210052173047,177.637234852976,215.952460698564,383.658322377781,321.199852962536,360.746838960662,428.178979231247,302.628605200576,189.380252363876,447.843150321464
BORCS6,7,3,4,1,5,0,3,5,3,285,212,185,241,267,376,83,170
DNAJB12,48,18,30,11,12,11,14,15,16,1856.36658998096,2968.70303460827,1941.92345504905,1489.14746839222,2002.70345239279,2685.04251126371,1656.43301348815,1950.25807954824
PPIB,28.869512271917,16.4976227678313,23.3368631265721,15,21,72.6002219367016,33,14.3914134039883,13,8698.91826691199,4532.99920756817,6472.03042877893,6166.02335352556,8324.16061497611,11212.5218590434,4287.58354944762,7397.18587008094
TET2,429.156199147138,417.121264614994,562.505895615235,520.712172543891,614.900873486244,509.05100158721,690.602774512056,577.301791211189,371.526070607805,1031.28916708071,3017.08421445255,2232.608100502,3320.39243220798,5622.49525359331,6433.50863253771,7650.46798583345,10966.9177849804
KCTD9,86.0562383332632,59.2388625637021,71.6269432227791,72.7862950231068,96.4221033728627,69.7920840236225,74.1381854209909,80.4352670142922,40.6637681474362,1285.90895480631,1994.00797888431,1422.56245405324,2101.54408566987,1198.49746253869,2366.43592978883,1674.49652139914,1518.53162632591
TRPM4,37.6987152086875,71.5861407826456,107.696773413063,73.8252326770884,104.868452642949,52.3346206020257,82.0684848853924,57.4182184019311,59.3443988574651,106.011089075659,144.175398646652,134.584533210676,302.593338959865,3452.31891572552,836.967686501815,301.483226339415,4287.14319213736
BNC2,4.02555010649215,5.02940400549017,15,12.2321904412426,16.0620080759634,25,26.0029047251774,25.1290280795668,24.0065970602048,83.0186141787025,75.054130214871,23.006189830417,51.0884442520877,55.9115921785727,44.0630307022852,137.72756360366,69.0241221492389
MED18,32.358107258668,19.4412975866939,39.7486187932856,48.7426303871341,32.4356345002705,18.9317063112979,13.6305317477749,21.1767603210334,18.0926034783175,276.731855718215,195.119939286728,266.30222829785,524.57452381221,368.198202516375,502.855446422835,265.96083168538,342.834572922307
DCHS2,29.4699888772112,48.2461941885168,66.2152031544701,36.0782881945769,52.2345568525105,34.3201654326471,68.7475563636591,37.2266611271368,40.3793261241358,138.671466061291,1422.0592950873,183.494110017979,1266.53877270193,107.68953496531,287.756122640421,214.871494091644,310.450683405358
MBTD1,28.4110754892437,25.965038668925,42.9517740815344,44.5982965420939,14.2973436060302,32.5344235431071,29.0931162095174,26.8067951164968,21.9115123132315,4436.37109466646,2865.22652119682,2930.16317219211,5545.03017124648,5657.15703663423,5879.8589741185,4490.4102491777,6196.10064706463
PPIC,5.43137573523266,0,15.5976328034556,4.07097293544464,0,2,8.07304210399194,0,2,7.57284212827918,313.306807061912,3.50407519538504,5,9.6753207255324,6.8770880625234,7.74609364807344,13
KLHL24,90.4518198570392,63.1770879651782,83.8059078954564,76.2957149532545,80.409160349768,60.1626890889571,69.556042872435,97.7446967166026,73.8914995052426,14323.4023229487,23713.0023193393,10663.5093743017,9476.83246484664,21290.5255708508,12149.038649068,29196.0734092142,30191.2873206608
HAUS6,103.88854756491,120.796091007974,164.877268908463,151.737438052218,115.827403992241,208.517181492639,152.172273656785,154.823079576476,104.637388058232,3076.53889609924,1579.2409957511,2275.85358297603,4158.70973273576,4330.95655566502,2846.49075337422,3389.07752803238,3225.001920636
TRIT1,34,38,38.1160949807726,33,34,50.0107554916006,32,34,33,1432.37549901486,836.77083049216,1020.21234616849,1217.64401576432,1089.10615528616,1277.97299437127,1240.79712093297,1004.01345239878
CNNM2,4264.8442106752,3414.36725778819,6556.37619988033,6700.4688608882,4403.16319593859,2386.23977508002,3911.3263862932,4158.44800980077,4549.57461806818,398.536818676296,949.002970578289,553.970292562287,968.592238881389,1364.09623023849,1217.06289078244,767.787302571654,1061.34221743012
AHI1,31.0121402588342,20.7875767168119,17.0179945288199,47.9694106671104,17.3947394366099,17.9686151370905,22.2219681986669,34.4025967764441,24.0070782951616,59.0398384357315,1595.59204366472,735.84459514939,2746.63420523381,822.831228206303,1310.62717809919,1263.82316316656,858.775035886858
ZNF586,88.2319141138962,82.4808651552849,154.589542652707,105.701090179634,111.294802971864,90.5267354806846,133.912073239561,99.6004844515237,108.386919249419,3780.89299030691,4328.80226006677,3307.7521009401,2972.1386946601,4505.1969880984,5874.4260117083,4850.44975435134,7153.8638313076
DYM,357.805573425512,321.252614882175,474.849367118948,498.311013842887,688.540225872354,143.336785530553,437.785468309135,481.236379942815,410.408919065826,6035.04595860304,4061.10115425058,4204.80890226343,5472.80238532881,6921.64745466601,7447.33341776071,4298.31576130548,5820.98558914219
SAMD9,15,4,4,1,2,3,2,1,3,3056,4994,3836,5482,4027,8602,6466,5993
PPID,152.624195312956,73.8866429385951,89.2610994757827,36.6655248032829,122.066787698316,39.2206144500338,33.2077187386614,64.2569160826706,81.1817735982992,1314.89177197925,1089.22245567132,748.038407234862,1754.64259571277,1641.08975206717,1760.21757140145,956.285335854869,996.895222239609
GIPC2,1,6,2,0,3,0,3,2,2,8.043633348486,15,8,2,1,7,7,14
ZNF562,724.37549434835,426.763483488465,682.173106964463,612.411884425048,697.184173014161,425.068020624023,715.836123579098,689.478539699216,592.504560654032,3852.02746120714,2644.46149913642,2785.02662790597,2644.81756173283,3939.27510691769,6242.92068647285,4502.22252997742,6086.63314671671
